# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
396	-0.30303	0	1	5.45455	2.34848	0.0827307	3.59151	0.00836575	0.0164791	0.864247	25	3.56219	2.77273	0.610085	0.0845682	3.97794	0.0109452	0.835962	25.7321	3.94744	1.92424	0.0444325	4.10887	0.00786203	0.886987	25	4.08578
397	-0.30303	0	1	4.36364	2.16667	0.0704167	3.5914	0.0077237	0.015638	0.864121	25	3.56479	2.57576	0.59962	0.0729798	3.97776	0.0101728	0.835803	25.7195	3.94943	1.75758	0.0370689	4.10873	0.00718434	0.88689	25	4.08764
398	-0.30303	0	1	3.27273	1.98485	0.0590944	3.5913	0.00708073	0.0147997	0.864006	25	3.56739	2.37879	0.58915	0.0622449	3.97759	0.00939961	0.835656	25.707	3.95143	1.59091	0.0303719	4.10861	0.00650606	0.886801	25	4.08952
399	-0.30303	0	1	2.18182	1.80303	0.0487638	3.59121	0.00643684	0.0139639	0.863902	25	3.57001	2.18182	0.578691	0.0523636	3.97744	0.00862569	0.835522	25.6944	3.95344	1.42424	0.0243416	4.1085	0.00582716	0.886722	25	4.09141
400	-0.30303	0	1	1.09091	1.62121	0.0394249	3.59112	0.005792	0.0131304	0.863808	25	3.57264	1.98485	0.56826	0.0433359	3.9773	0.007851	0.835399	25.6819	3.95546	1.25758	0.018978	4.1084	0.00514765	0.886652	25	4.09331
401	-0.30303	0	1	0	1.43939	0.0310778	3.59105	0.00514623	0.0122987	0.863725	25	3.57528	1.78788	0.557873	0.0351616	3.97717	0.00707553	0.835289	25.6694	3.9575	1.09091	0.014281	4.10832	0.00446752	0.886592	25	4.09522
402	0	0	1	0	2.5	0.09375	3.59098	0.00888599	0.0121677	0.86358	25	3.5544	3	0.548932	0.099	3.97705	0.0118322	0.835104	25.6587	3.94405	2	0.048	4.10824	0.00816848	0.886481	25	4.08424
403	0	0	1	0	2.5	0.09375	3.59086	0.00888542	0.0120529	0.863436	25	3.55417	3	0.540166	0.099	3.97686	0.0118316	0.834919	25.6482	3.94386	2	0.048	4.1081	0.0081682	0.88637	25	4.0841
404	0	0	1	0	2.5	0.09375	3.59075	0.00888488	0.0119526	0.863291	25	3.55395	3	0.53157	0.099	3.97666	0.011831	0.834733	25.6379	3.94366	2	0.048	4.10796	0.00816792	0.886258	25	4.08396
405	0	0	1	0	2.5	0.09375	3.59063	0.00888437	0.0118648	0.863146	25	3.55375	3	0.523142	0.099	3.97647	0.0118304	0.834548	25.6278	3.94347	2	0.048	4.10782	0.00816765	0.886147	25	4.08382
406	0	0	1	0	2.5	0.09375	3.59052	0.00888389	0.0117879	0.863002	25	3.55355	3	0.514878	0.099	3.97628	0.0118298	0.834363	25.6179	3.94328	2	0.048	4.10768	0.00816737	0.886036	25	4.08368
407	0	0	1	0	2.5	0.09375	3.5904	0.00888343	0.0117207	0.862857	25	3.55337	3	0.506775	0.099	3.97608	0.0118292	0.834178	25.6081	3.94308	2	0.048	4.10755	0.00816709	0.885925	25	4.08355
408	0	0	1	0	2.5	0.09375	3.59029	0.00888299	0.0116618	0.862712	25	3.5532	3	0.49883	0.099	3.97589	0.0118287	0.833993	25.5986	3.94289	2	0.048	4.10741	0.00816681	0.885814	25	4.08341
409	0	0	1	0	2.5	0.09375	3.59017	0.00888258	0.0116104	0.862568	25	3.55303	3	0.49104	0.099	3.97569	0.0118281	0.833807	25.5892	3.94269	2	0.048	4.10727	0.00816654	0.885703	25	4.08327
410	0	0	1	0	2.5	0.09375	3.59005	0.00888217	0.0115653	0.862423	25	3.55287	3	0.483401	0.099	3.9755	0.0118275	0.833622	25.5801	3.9425	2	0.048	4.10713	0.00816626	0.885592	25	4.08313
411	0	0	1	0	2.5	0.09375	3.58994	0.00888179	0.0115259	0.862278	25	3.55271	3	0.475911	0.099	3.9753	0.0118269	0.833437	25.5711	3.9423	2	0.048	4.10699	0.00816598	0.885481	25	4.08299
412	0	0	1	0	2.5	0.09375	3.58982	0.00888141	0.0114914	0.862133	25	3.55256	3	0.468568	0.099	3.97511	0.0118263	0.833252	25.5623	3.94211	2	0.048	4.10685	0.0081657	0.88537	25	4.08285
413	0	0	1	0	2.5	0.09375	3.58971	0.00888105	0.0114612	0.861989	25	3.55242	3	0.461367	0.099	3.97491	0.0118257	0.833067	25.5536	3.94191	2	0.048	4.10671	0.00816542	0.885258	25	4.08271
414	0	0	1	0	2.5	0.09375	3.58959	0.00888069	0.0114348	0.861844	25	3.55228	3	0.454307	0.099	3.97472	0.0118252	0.832882	25.5452	3.94172	2	0.048	4.10657	0.00816515	0.885147	25	4.08257
415	0.511696	0	1	1.84211	4.59795	0.317118	3.58948	0.0161499	0.0125918	0.861578	25	3.51241	5.37939	0.451657	0.318316	3.97453	0.0210622	0.832549	25.542	3.91535	3.81652	0.17479	4.10643	0.0154975	0.884935	25	4.06064
416	0.511696	0	1	3.68421	4.90497	0.360881	3.58926	0.0172037	0.0137769	0.861294	25	3.50739	5.71199	0.449849	0.358895	3.97418	0.0223416	0.832197	25.5398	3.91135	4.09795	0.201519	4.10617	0.0166254	0.884708	25	4.05699
417	0.511696	0	1	5.52632	5.21199	0.407472	3.58904	0.0182544	0.0149865	0.860993	25	3.50239	6.04459	0.448915	0.401908	3.97381	0.0236181	0.831824	25.5387	3.90732	4.37939	0.230148	4.10588	0.0177511	0.884464	25	4.05333
418	0.511696	0	1	7.36842	5.51901	0.456891	3.58879	0.0193021	0.0162177	0.860673	25	3.49739	6.37719	0.448885	0.447354	3.97341	0.0248919	0.83143	25.5387	3.90327	4.66082	0.260679	4.10558	0.0188747	0.884205	25	4.04965
419	0.511696	0	1	9.21053	5.82602	0.509138	3.58854	0.0203468	0.0174676	0.860336	25	3.4924	6.7098	0.449788	0.495235	3.973	0.0261628	0.831016	25.5397	3.89919	4.94225	0.29311	4.10526	0.0199961	0.883931	25	4.04595
420	0.511696	0	1	11.0526	6.13304	0.564213	3.58827	0.0213884	0.018734	0.859981	25	3.48741	7.0424	0.451654	0.545549	3.97257	0.0274308	0.830581	25.542	3.8951	5.22368	0.327443	4.10491	0.0211153	0.883641	25	4.04223
421	0.511696	0	1	12.8947	6.44006	0.622115	3.58798	0.022427	0.0200148	0.859608	25	3.48242	7.375	0.454511	0.598297	3.97211	0.028696	0.830126	25.5454	3.89099	5.50512	0.363676	4.10455	0.0222324	0.883335	25	4.03849
422	0.511696	0	1	14.7368	6.74708	0.682846	3.58769	0.0234625	0.0213081	0.859218	25	3.47743	7.7076	0.458388	0.653478	3.97163	0.0299583	0.82965	25.5501	3.88685	5.78655	0.40181	4.10417	0.0233472	0.883013	25	4.03473
423	0.511696	0	1	16.5789	7.05409	0.746404	3.58737	0.0244949	0.0226126	0.85881	25	3.47243	8.0402	0.463312	0.711094	3.97113	0.0312176	0.829154	25.556	3.88269	6.06798	0.441845	4.10377	0.0244597	0.882676	25	4.03095
424	0.511696	0	1	18.4211	7.36111	0.812789	3.58705	0.0255242	0.0239266	0.858384	25	3.46743	8.37281	0.469309	0.771143	3.97061	0.032474	0.828637	25.5632	3.87851	6.34942	0.483781	4.10335	0.0255701	0.882324	25	4.02715
425	0.511696	0	1	20.2632	7.66813	0.882003	3.58671	0.0265503	0.0252491	0.85794	25	3.46243	8.70541	0.476408	0.833626	3.97007	0.0337274	0.8281	25.5717	3.87431	6.63085	0.527618	4.1029	0.0266781	0.881955	25	4.02333
426	0.511696	0	1	22.1053	7.97515	0.954044	3.58635	0.0275734	0.026579	0.857478	25	3.45742	9.03801	0.484633	0.898542	3.9695	0.0349779	0.827542	25.5816	3.87009	6.91228	0.573355	4.10244	0.0277839	0.881571	25	4.0195
427	0.511696	0	1	23.9474	8.28216	1.02891	3.58598	0.0285933	0.0279153	0.856999	25	3.4524	9.37061	0.494009	0.965892	3.96892	0.0362253	0.826963	25.5928	3.86584	7.19371	0.620994	4.10196	0.0288874	0.881171	25	4.01564
428	0.511696	0	1	25.7895	8.58918	1.10661	3.5856	0.0296101	0.0292573	0.856502	25	3.44737	9.70322	0.504563	1.03568	3.96831	0.0374697	0.826364	25.6055	3.86158	7.47515	0.670534	4.10146	0.0299885	0.880756	25	4.01176
429	0.511696	0	1	27.6316	8.8962	1.18714	3.5852	0.0306237	0.0306043	0.855987	25	3.44233	10.0358	0.516319	1.10789	3.96768	0.038711	0.825745	25.6196	3.85729	7.75658	0.721974	4.10095	0.0310873	0.880325	25	4.00787
430	0.511696	0	1	29.4737	9.20322	1.27049	3.58479	0.0316341	0.0319555	0.855455	25	3.43728	10.3684	0.529299	1.18255	3.96703	0.0399493	0.825105	25.6352	3.85298	8.03801	0.775316	4.10041	0.0321838	0.879879	25	4.00395
431	0.511696	0	1	31.3158	9.51023	1.35667	3.58436	0.0326413	0.0333106	0.854904	25	3.43222	10.701	0.543529	1.25963	3.96636	0.0411845	0.824444	25.6522	3.84865	8.31944	0.830558	4.09985	0.0332779	0.879417	25	4.00002
432	0.511696	0	1	33.1579	9.81725	1.44568	3.58392	0.0336453	0.034669	0.854336	25	3.42716	11.0336	0.559031	1.33915	3.96567	0.0424165	0.823763	25.6708	3.8443	8.60088	0.887701	4.09927	0.0343696	0.878939	25	3.99606
433	0.511696	0	1	35	10.1243	1.53751	3.58347	0.034646	0.0360303	0.85375	25	3.42208	11.3662	0.575828	1.4211	3.96495	0.0436454	0.823062	25.691	3.83992	8.88231	0.946745	4.09867	0.0354589	0.878445	25	3.99209
434	0	0	1	35	8.33333	1.04167	3.583	0.028806	0.036214	0.853268	25	3.45671	9.31944	0.583223	0.955372	3.96421	0.0359889	0.822486	25.6999	3.8617	7.34722	0.64778	4.09806	0.0294616	0.878037	25	4.00989
435	0	0	1	35	8.33333	1.04167	3.58261	0.0288041	0.0363747	0.852786	25	3.45649	9.31944	0.590474	0.955372	3.96361	0.0359833	0.821911	25.7086	3.8611	7.34722	0.64778	4.09755	0.0294578	0.877629	25	4.00938
436	0	0	1	35	8.33333	1.04167	3.58223	0.028802	0.0365154	0.852304	25	3.45624	9.31944	0.597584	0.955372	3.96301	0.0359776	0.821336	25.7171	3.86049	7.34722	0.64778	4.09704	0.0294541	0.877221	25	4.00887
437	0	0	1	35	8.33333	1.04167	3.58184	0.0287998	0.0366385	0.851821	25	3.45598	9.31944	0.604555	0.955372	3.9624	0.035972	0.82076	25.7255	3.85989	7.34722	0.64778	4.09653	0.0294503	0.876813	25	4.00836
438	0	0	1	35	8.33333	1.04167	3.58146	0.0287975	0.0367462	0.851339	25	3.4557	9.31944	0.61139	0.955372	3.9618	0.0359664	0.820185	25.7337	3.85928	7.34722	0.64778	4.09602	0.0294466	0.876404	25	4.00785
439	0	0	1	35	8.33333	1.04167	3.58107	0.0287951	0.0368404	0.850857	25	3.45541	9.31944	0.618092	0.955372	3.96119	0.0359608	0.81961	25.7417	3.85868	7.34722	0.64778	4.09551	0.0294428	0.875996	25	4.00734
440	0	0	1	35	8.33333	1.04167	3.58069	0.0287926	0.0369228	0.850375	25	3.45511	9.31944	0.624664	0.955372	3.96059	0.0359551	0.819035	25.7496	3.85808	7.34722	0.64778	4.095	0.0294391	0.875588	25	4.00683
441	0	0	1	35	8.33333	1.04167	3.5803	0.02879	0.036995	0.849892	25	3.45479	9.31944	0.631107	0.955372	3.95999	0.0359495	0.818459	25.7573	3.85747	7.34722	0.64778	4.09448	0.0294353	0.87518	25	4.00632
442	0	0	1	35	8.33333	1.04167	3.57991	0.0287873	0.0370581	0.84941	25	3.45447	9.31944	0.637425	0.955372	3.95938	0.0359439	0.817884	25.7649	3.85687	7.34722	0.64778	4.09397	0.0294316	0.874772	25	4.00581
443	0	0	1	35	8.33333	1.04167	3.57953	0.0287845	0.0371133	0.848928	25	3.45414	9.31944	0.64362	0.955372	3.95878	0.0359382	0.817309	25.7723	3.85626	7.34722	0.64778	4.09346	0.0294278	0.874363	25	4.0053
444	0	0	1	35	8.33333	1.04167	3.57914	0.0287817	0.0371617	0.848446	25	3.4538	9.31944	0.649695	0.955372	3.95817	0.0359326	0.816734	25.7796	3.85566	7.34722	0.64778	4.09295	0.0294241	0.873955	25	4.00479
445	0	0	1	35	8.33333	1.04167	3.57876	0.0287788	0.037204	0.847963	25	3.45346	9.31944	0.65565	0.955372	3.95757	0.035927	0.816158	25.7868	3.85506	7.34722	0.64778	4.09244	0.0294203	0.873547	25	4.00428
446	0	0	1	35	8.33333	1.04167	3.57837	0.0287759	0.037241	0.847481	25	3.45311	9.31944	0.66149	0.955372	3.95697	0.0359214	0.815583	25.7938	3.85445	7.34722	0.64778	4.09193	0.0294166	0.873139	25	4.00377
447	-0.511696	0	1	33.1579	6.23538	0.583199	3.57798	0.021777	0.0360933	0.84712	25	3.49249	6.94006	0.658925	0.529809	3.95636	0.0269276	0.815155	25.7907	3.88002	5.5307	0.367064	4.09142	0.0222614	0.872832	25	4.02506
448	-0.511696	0	1	31.3158	5.92836	0.527182	3.5777	0.0207315	0.0349163	0.846777	25	3.49701	6.60746	0.655443	0.480243	3.95591	0.0256583	0.814747	25.7865	3.88323	5.24927	0.330658	4.09104	0.0211443	0.87254	25	4.02805
449	-0.511696	0	1	29.4737	5.62135	0.473993	3.57742	0.0196832	0.0337138	0.846452	25	3.50152	6.27485	0.651111	0.433112	3.95548	0.024387	0.814359	25.7813	3.88646	4.96784	0.296153	4.09068	0.0200257	0.872264	25	4.03106
450	-0.511696	0	1	27.6316	5.31433	0.423631	3.57716	0.0186321	0.0324889	0.846144	25	3.50602	5.94225	0.645993	0.388414	3.95508	0.0231137	0.813993	25.7752	3.88971	4.6864	0.263549	4.09033	0.0189054	0.872004	25	4.03409
451	-0.511696	0	1	25.7895	5.00731	0.376097	3.57692	0.0175782	0.0312444	0.845854	25	3.51052	5.60965	0.640151	0.34615	3.95469	0.0218383	0.813646	25.7682	3.89299	4.40497	0.232845	4.09	0.0177835	0.871759	25	4.03714
452	-0.511696	0	1	23.9474	4.70029	0.331391	3.57668	0.0165216	0.0299827	0.845582	25	3.51501	5.27705	0.633646	0.306319	3.95433	0.0205609	0.813321	25.7604	3.89628	4.12354	0.204043	4.0897	0.01666	0.87153	25	4.04022
453	-0.511696	0	1	22.1053	4.39327	0.289513	3.57647	0.0154621	0.0287061	0.845328	25	3.5195	4.94444	0.62654	0.268923	3.95399	0.0192813	0.813015	25.7518	3.8996	3.84211	0.177141	4.08941	0.0155348	0.871316	25	4.04331
454	-0.511696	0	1	20.2632	4.08626	0.250462	3.57626	0.0144	0.0274164	0.845092	25	3.524	4.61184	0.618891	0.23396	3.95367	0.0179997	0.812731	25.7427	3.90294	3.56067	0.152141	4.08915	0.014408	0.871119	25	4.04642
455	-0.511696	0	1	18.4211	3.77924	0.21424	3.57607	0.013335	0.0261151	0.844873	25	3.52849	4.27924	0.610757	0.201431	3.95337	0.016716	0.812467	25.7329	3.9063	3.27924	0.129041	4.0889	0.0132794	0.870936	25	4.04955
456	-0.511696	0	1	16.5789	3.47222	0.180845	3.5759	0.0122673	0.0248039	0.844672	25	3.53299	3.94664	0.602195	0.171335	3.95309	0.0154301	0.812223	25.7226	3.90968	2.99781	0.107842	4.08867	0.0121492	0.87077	25	4.0527
457	-0.511696	0	1	14.7368	3.1652	0.150278	3.57574	0.0111969	0.0234838	0.844489	25	3.5375	3.61404	0.593261	0.143674	3.95283	0.014142	0.812	25.7119	3.91308	2.71637	0.0885443	4.08846	0.0110172	0.870619	25	4.05587
458	-0.511696	0	1	12.8947	2.85819	0.122539	3.57559	0.0101237	0.0221561	0.844324	25	3.54201	3.28143	0.58401	0.118446	3.9526	0.0128517	0.811797	25.7008	3.9165	2.43494	0.0711473	4.08827	0.00988356	0.870484	25	4.05905
459	-0.511696	0	1	11.0526	2.55117	0.097627	3.57546	0.00904781	0.0208216	0.844176	25	3.54653	2.94883	0.574495	0.0956516	3.95239	0.0115593	0.811615	25.6894	3.91995	2.15351	0.0556512	4.0881	0.00874812	0.870364	25	4.06226
460	-0.511696	0	1	9.21053	2.24415	0.0755433	3.57534	0.00796912	0.0194812	0.844046	25	3.55106	2.61623	0.564768	0.0752911	3.9522	0.0102646	0.811454	25.6777	3.92342	1.87208	0.042056	4.08796	0.00761091	0.87026	25	4.06549
461	-0.511696	0	1	7.36842	1.93713	0.0562874	3.57524	0.00688767	0.0181357	0.843934	25	3.5556	2.28363	0.554882	0.0573644	3.95203	0.00896758	0.811313	25.6659	3.92691	1.59064	0.0303618	4.08783	0.00647191	0.870172	25	4.06874
462	-0.511696	0	1	5.52632	1.63012	0.0398592	3.57515	0.00580345	0.0167857	0.84384	25	3.56015	1.95102	0.544887	0.0418714	3.95188	0.00766834	0.811192	25.6539	3.93042	1.30921	0.0205684	4.08771	0.00533111	0.870099	25	4.072
463	-0.511696	0	1	3.68421	1.3231	0.0262589	3.57507	0.00471646	0.0154317	0.843763	25	3.5647	1.61842	0.534831	0.0288122	3.95175	0.00636679	0.811092	25.6418	3.93395	1.02778	0.0126759	4.08762	0.00418849	0.870042	25	4.07529
464	-0.511696	0	1	1.84211	1.01608	0.0154863	3.57501	0.00362667	0.0140743	0.843704	25	3.56927	1.28582	0.524765	0.0181866	3.95165	0.00506292	0.811013	25.6297	3.9375	0.746345	0.00668437	4.08755	0.00304404	0.87	25	4.0786
465	-0.511696	0	1	0	0.709064	0.00754158	3.57496	0.00253409	0.0127139	0.843663	25	3.57385	0.953216	0.514735	0.00999484	3.95156	0.0037567	0.810954	25.6177	3.94108	0.464912	0.00259372	4.0875	0.00189774	0.869975	25	4.08192
466	0	0	1	0	2.5	0.09375	3.57493	0.00884678	0.0125309	0.843519	25	3.53871	3	0.506635	0.099	3.9515	0.0117555	0.810769	25.608	3.9185	2	0.048	4.08747	0.00812694	0.869863	25	4.06347
467	0	0	1	0	2.5	0.09375	3.57481	0.00884609	0.0123708	0.843374	25	3.53844	3	0.498693	0.099	3.95131	0.0117549	0.810584	25.5984	3.91831	2	0.048	4.08733	0.00812666	0.869752	25	4.06333
468	0	0	1	0	2.5	0.09375	3.5747	0.00884545	0.0122307	0.843229	25	3.53818	3	0.490905	0.099	3.95111	0.0117543	0.810399	25.5891	3.91811	2	0.048	4.08719	0.00812638	0.869641	25	4.06319
469	0	0	1	0	2.5	0.09375	3.57458	0.00884485	0.0121081	0.843084	25	3.53794	3	0.483269	0.099	3.95092	0.0117538	0.810213	25.5799	3.91792	2	0.048	4.08705	0.0081261	0.86953	25	4.06305
470	0	0	1	0	2.5	0.09375	3.57447	0.0088443	0.0120008	0.84294	25	3.53772	3	0.475782	0.099	3.95072	0.0117532	0.810028	25.5709	3.91772	2	0.048	4.08691	0.00812583	0.869419	25	4.06291
471	0	0	1	0	2.5	0.09375	3.57435	0.00884377	0.011907	0.842795	25	3.53751	3	0.468441	0.099	3.95053	0.0117526	0.809843	25.5621	3.91753	2	0.048	4.08677	0.00812555	0.869308	25	4.06277
472	0	0	1	0	2.5	0.09375	3.57424	0.00884328	0.0118249	0.84265	25	3.53731	3	0.461243	0.099	3.95034	0.011752	0.809658	25.5535	3.91734	2	0.048	4.08663	0.00812527	0.869197	25	4.06263
473	0	0	1	0	2.5	0.09375	3.57412	0.00884281	0.011753	0.842506	25	3.53712	3	0.454185	0.099	3.95014	0.0117514	0.809473	25.545	3.91714	2	0.048	4.0865	0.00812499	0.869086	25	4.0625
474	0	0	1	0	2.5	0.09375	3.574	0.00884236	0.0116901	0.842361	25	3.53694	3	0.447264	0.099	3.94995	0.0117508	0.809288	25.5367	3.91695	2	0.048	4.08636	0.00812471	0.868975	25	4.06236
475	0	0	1	0	2.5	0.09375	3.57389	0.00884193	0.0116351	0.842216	25	3.53677	3	0.440479	0.099	3.94975	0.0117503	0.809102	25.5286	3.91675	2	0.048	4.08622	0.00812444	0.868863	25	4.06222
476	0	0	1	0	2.5	0.09375	3.57377	0.00884153	0.011587	0.842072	25	3.53661	3	0.433825	0.099	3.94956	0.0117497	0.808917	25.5206	3.91656	2	0.048	4.08608	0.00812416	0.868752	25	4.06208
477	0	0	1	0	2.5	0.09375	3.57366	0.00884113	0.0115448	0.841927	25	3.53645	3	0.427301	0.099	3.94936	0.0117491	0.808732	25.5128	3.91636	2	0.048	4.08594	0.00812388	0.868641	25	4.06194
478	0	0	1	0	2.5	0.09375	3.57354	0.00884075	0.011508	0.841782	25	3.5363	3	0.420905	0.099	3.94917	0.0117485	0.808547	25.5051	3.91617	2	0.048	4.0858	0.0081236	0.86853	25	4.0618
479	0.454545	0	1	1.63636	4.36364	0.28562	3.57343	0.0152765	0.012524	0.84153	25	3.50086	5.11364	0.418308	0.287642	3.94897	0.019906	0.808231	25.502	3.89272	3.61364	0.1567	4.08566	0.0146074	0.868329	25	4.0423
480	0.454545	0	1	3.27273	4.63636	0.322438	3.57322	0.0162105	0.0135665	0.841262	25	3.49638	5.40909	0.416429	0.321841	3.94864	0.0210367	0.807897	25.4997	3.88914	3.86364	0.179132	4.08541	0.0156054	0.868115	25	4.03905
481	0.454545	0	1	4.90909	4.90909	0.361488	3.57301	0.0171421	0.014632	0.840977	25	3.49191	5.70455	0.415289	0.35796	3.94829	0.0221653	0.807545	25.4983	3.88554	4.11364	0.203064	4.08514	0.0166017	0.867886	25	4.03578
482	0.454545	0	1	6.54545	5.18182	0.402769	3.57278	0.0180714	0.0157178	0.840678	25	3.48745	6	0.414914	0.396	3.94792	0.0232915	0.807175	25.4979	3.88192	4.36364	0.228496	4.08486	0.0175963	0.867644	25	4.03249
483	0.454545	0	1	8.18182	5.45455	0.446281	3.57254	0.0189982	0.0168213	0.840362	25	3.483	6.29545	0.415324	0.43596	3.94753	0.0244156	0.806786	25.4984	3.87828	4.61364	0.255428	4.08455	0.0185892	0.867387	25	4.02919
484	0.454545	0	1	9.81818	5.72727	0.492025	3.57229	0.0199226	0.0179402	0.840031	25	3.47855	6.59091	0.416542	0.477841	3.94713	0.0255373	0.806379	25.4999	3.87463	4.86364	0.28386	4.08423	0.0195804	0.867117	25	4.02587
485	0.454545	0	1	11.4545	6	0.54	3.57202	0.0208446	0.0190727	0.839683	25	3.4741	6.88636	0.41859	0.521642	3.9467	0.0266568	0.805954	25.5023	3.87095	5.11364	0.313791	4.0839	0.0205698	0.866833	25	4.02253
486	0.454545	0	1	13.0909	6.27273	0.590207	3.57175	0.0217641	0.020217	0.83932	25	3.46965	7.18182	0.421488	0.567364	3.94625	0.0277739	0.805511	25.5058	3.86725	5.36364	0.345223	4.08354	0.0215574	0.866535	25	4.01918
487	0.454545	0	1	14.7273	6.54545	0.642645	3.57146	0.0226813	0.0213717	0.838941	25	3.46519	7.47727	0.425259	0.615006	3.94579	0.0288887	0.805049	25.5103	3.86354	5.61364	0.378155	4.08317	0.0225433	0.866223	25	4.01581
488	0.454545	0	1	16.3636	6.81818	0.697314	3.57115	0.0235959	0.0225355	0.838547	25	3.46073	7.77273	0.429922	0.664568	3.9453	0.0300012	0.80457	25.5159	3.8598	5.86364	0.412587	4.08278	0.0235273	0.865898	25	4.01242
489	0.454545	0	1	18	7.09091	0.754215	3.57084	0.0245081	0.0237072	0.838137	25	3.45627	8.06818	0.435496	0.716051	3.9448	0.0311113	0.804072	25.5226	3.85605	6.11364	0.448519	4.08237	0.0245096	0.865558	25	4.00901
490	0	0	1	18	5.5	0.45375	3.57051	0.019179	0.0238375	0.837818	25	3.4871	6.25	0.435383	0.429688	3.94428	0.024222	0.803686	25.5225	3.87553	4.75	0.27075	4.08195	0.0191185	0.865294	25	4.02495
491	0	0	1	18	5.5	0.45375	3.57025	0.0191783	0.0239516	0.8375	25	3.48696	6.25	0.435272	0.429688	3.94387	0.0242195	0.8033	25.5223	3.87512	4.75	0.27075	4.08162	0.0191169	0.86503	25	4.02462
492	0	0	1	18	5.5	0.45375	3.57	0.0191774	0.0240514	0.837182	25	3.4868	6.25	0.435163	0.429688	3.94346	0.024217	0.802914	25.5222	3.87471	4.75	0.27075	4.08129	0.0191154	0.864766	25	4.02429
493	0	0	1	18	5.5	0.45375	3.56975	0.0191765	0.0241387	0.836863	25	3.48663	6.25	0.435057	0.429688	3.94306	0.0242144	0.802528	25.5221	3.87431	4.75	0.27075	4.08096	0.0191138	0.864502	25	4.02396
494	0	0	1	18	5.5	0.45375	3.56949	0.0191755	0.0242151	0.836545	25	3.48646	6.25	0.434952	0.429688	3.94265	0.0242119	0.802142	25.5219	3.8739	4.75	0.27075	4.08063	0.0191122	0.864238	25	4.02363
495	0	0	1	18	5.5	0.45375	3.56924	0.0191745	0.024282	0.836227	25	3.48627	6.25	0.43485	0.429688	3.94225	0.0242094	0.801757	25.5218	3.8735	4.75	0.27075	4.0803	0.0191107	0.863975	25	4.0233
496	0	0	1	18	5.5	0.45375	3.56898	0.0191734	0.0243405	0.835909	25	3.48607	6.25	0.434749	0.429688	3.94184	0.0242068	0.801371	25.5217	3.87309	4.75	0.27075	4.07997	0.0191091	0.863711	25	4.02297
497	0.246914	0	1	18.8889	6.51235	0.63616	3.56873	0.0225763	0.0249611	0.835532	25	3.4667	7.39815	0.438009	0.602059	3.94144	0.0285573	0.800914	25.5256	3.86006	5.62654	0.379896	4.07964	0.0225744	0.863398	25	4.01212
498	0.246914	0	1	19.7778	6.66049	0.665433	3.56843	0.0230728	0.0255875	0.835146	25	3.46413	7.55864	0.44172	0.628464	3.94096	0.0291598	0.800448	25.5301	3.85781	5.76235	0.398456	4.07925	0.0231076	0.863078	25	4.0101
499	0.246914	0	1	20.6667	6.80864	0.695364	3.56812	0.0235686	0.0262189	0.834752	25	3.46157	7.71914	0.445884	0.655436	3.94047	0.0297616	0.799971	25.5351	3.85556	5.89815	0.417458	4.07885	0.0236402	0.86275	25	4.00807
500	0.246914	0	1	21.5556	6.95679	0.725954	3.5678	0.0240635	0.0268548	0.83435	25	3.459	7.87963	0.450503	0.682974	3.93997	0.0303625	0.799485	25.5406	3.85329	6.03395	0.436903	4.07844	0.0241722	0.862415	25	4.00603
501	0.246914	0	1	22.4444	7.10494	0.757202	3.56748	0.0245577	0.0274944	0.833938	25	3.45643	8.04012	0.45558	0.711079	3.93946	0.0309627	0.798988	25.5467	3.85102	6.16975	0.45679	4.07802	0.0247036	0.862072	25	4.00398
502	0.246914	0	1	23.3333	7.25309	0.789109	3.56715	0.0250511	0.0281375	0.833519	25	3.45385	8.20062	0.461117	0.739751	3.93894	0.031562	0.798482	25.5533	3.84873	6.30556	0.47712	4.07759	0.0252344	0.861722	25	4.00192
503	0.246914	0	1	24.2222	7.40123	0.821674	3.56681	0.0255437	0.0287835	0.83309	25	3.45127	8.36111	0.467116	0.76899	3.93841	0.0321605	0.797966	25.5605	3.84643	6.44136	0.497893	4.07715	0.0257645	0.861364	25	3.99986
504	0.246914	0	1	25.1111	7.54938	0.854898	3.56647	0.0260355	0.0294321	0.832654	25	3.44869	8.5216	0.473578	0.798795	3.93786	0.0327581	0.79744	25.5683	3.84413	6.57716	0.519108	4.07671	0.026294	0.860999	25	3.99778
