# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
1413	-0.757576	0	3	79.0909	13.0303	2.54683	3.13004	0.0384053	0.0714283	0.286802	25	2.94738	14.25	2.84885	2.23369	3.25852	0.0442002	0.15009	28.4186	3.10177	11.8106	1.67388	3.49529	0.0396077	0.395579	25	3.35357
1414	-0.757576	0	3	76.3636	12.5758	2.37225	3.12944	0.0371461	0.0695736	0.286074	25	2.95379	13.7576	2.83391	2.08198	3.25759	0.0427346	0.149241	28.4007	3.10626	11.3939	1.55786	3.49447	0.038258	0.394946	25	3.35775
1415	-0.757576	0	3	73.6364	12.1212	2.20386	3.12886	0.0358811	0.0676951	0.285373	25	2.96019	13.2652	2.81641	1.93561	3.2567	0.041265	0.148422	28.3797	3.11079	10.9773	1.44601	3.49368	0.0369051	0.394336	25	3.36196
1416	-0.757576	0	3	70.9091	11.6667	2.04167	3.1283	0.0346103	0.0657957	0.284698	25	2.96659	12.7727	2.7965	1.79457	3.25584	0.0397914	0.147633	28.3558	3.11534	10.5606	1.33832	3.49292	0.035549	0.39375	25	3.36619
1417	-0.757576	0	3	68.1818	11.2121	1.88567	3.12776	0.0333336	0.0638781	0.284049	25	2.973	12.2803	2.77433	1.65886	3.25501	0.0383137	0.146875	28.3292	3.11993	10.1439	1.23479	3.49219	0.0341897	0.393186	25	3.37046
1418	-0.757576	0	3	65.4545	10.7576	1.73588	3.12724	0.0320512	0.0619445	0.283426	25	2.97941	11.7879	2.75006	1.52849	3.25422	0.0368318	0.146148	28.3001	3.12455	9.72727	1.13544	3.49148	0.0328272	0.392646	25	3.37476
1419	-0.757576	0	3	62.7273	10.303	1.59229	3.12674	0.0307631	0.0599969	0.28283	25	2.98583	11.2955	2.72382	1.40346	3.25345	0.0353458	0.14545	28.2686	3.1292	9.31061	1.04025	3.49081	0.0314613	0.392128	25	3.37908
1420	-0.757576	0	3	60	9.84848	1.45489	3.12626	0.0294692	0.058037	0.28226	25	2.99226	10.803	2.69576	1.28376	3.25272	0.0338555	0.144784	28.2349	3.13389	8.89394	0.949226	3.49016	0.030092	0.391634	25	3.38343
1421	0	0	3	60	12.5	2.34375	3.12581	0.0367484	0.0578136	0.281537	25	2.93987	13.8333	2.68425	2.10497	3.25202	0.0428813	0.14393	28.2211	3.09986	11.1667	1.49633	3.48954	0.0374702	0.391014	25	3.35554
1422	0	0	3	60	12.5	2.34375	3.12523	0.0367387	0.0576182	0.280813	25	2.9391	13.8333	2.67296	2.10497	3.25113	0.0428689	0.143076	28.2076	3.09896	11.1667	1.49633	3.48877	0.0374616	0.390394	25	3.35477
1423	0	0	3	60	12.5	2.34375	3.12465	0.0367293	0.0574472	0.28009	25	2.93835	13.8333	2.6619	2.10497	3.25023	0.0428565	0.142222	28.1943	3.09806	11.1667	1.49633	3.48799	0.0374529	0.389773	25	3.35399
1424	0	0	3	60	12.5	2.34375	3.12407	0.0367202	0.0572975	0.279367	25	2.93762	13.8333	2.65105	2.10497	3.24933	0.0428441	0.141368	28.1813	3.09717	11.1667	1.49633	3.48722	0.0374443	0.389153	25	3.35322
1425	0	0	3	60	12.5	2.34375	3.12349	0.0367114	0.0571666	0.278643	25	2.93691	13.8333	2.64041	2.10497	3.24844	0.0428317	0.140514	28.1685	3.09627	11.1667	1.49633	3.48644	0.0374356	0.388532	25	3.35244
1426	0	0	3	60	12.5	2.34375	3.12291	0.0367027	0.057052	0.27792	25	2.93622	13.8333	2.62997	2.10497	3.24754	0.0428193	0.13966	28.156	3.09537	11.1667	1.49633	3.48567	0.0374269	0.387912	25	3.35167
1427	0	0	3	60	12.5	2.34375	3.12234	0.0366942	0.0569518	0.277196	25	2.93554	13.8333	2.61974	2.10497	3.24664	0.0428069	0.138806	28.1437	3.09448	11.1667	1.49633	3.48489	0.0374183	0.387292	25	3.35089
1428	0.478927	0	3	61.7241	14.4636	3.13794	3.12176	0.041911	0.0579686	0.276359	25	2.89769	16.0603	2.62398	2.83728	3.24575	0.0492905	0.137815	28.1488	3.06908	12.8669	1.98667	3.48411	0.0428429	0.386577	25	3.32971
1429	0.478927	0	3	63.4483	14.751	3.26386	3.12109	0.0426666	0.0590199	0.275506	25	2.89246	16.3716	2.6303	2.94834	3.24471	0.0501728	0.136804	28.1564	3.06462	13.1303	2.06885	3.48322	0.0436668	0.385847	25	3.32566
1430	0.478927	0	3	65.1724	15.0383	3.39226	3.1204	0.0434195	0.0601015	0.274636	25	2.88726	16.683	2.6387	3.06153	3.24364	0.051052	0.135774	28.1664	3.06013	13.3937	2.15269	3.48231	0.0444882	0.385103	25	3.32159
1431	0.478927	0	3	66.8966	15.3257	3.52314	3.11971	0.0441696	0.0612095	0.273749	25	2.88207	16.9943	2.64919	3.17685	3.24256	0.0519281	0.134725	28.179	3.05563	13.6571	2.23819	3.48138	0.0453073	0.384345	25	3.31749
1432	0.478927	0	3	68.6207	15.613	3.6565	3.119	0.0449169	0.0623406	0.272845	25	2.87689	17.3056	2.66176	3.2943	3.24146	0.052801	0.133657	28.1941	3.0511	13.9205	2.32536	3.48043	0.046124	0.383571	25	3.31338
1433	0.478927	0	3	70.3448	15.9004	3.79233	3.11828	0.0456613	0.063492	0.271925	25	2.87171	17.6169	2.67641	3.41389	3.24034	0.0536707	0.13257	28.2117	3.04655	14.1839	2.4142	3.47946	0.0469382	0.382783	25	3.30926
1434	0.478927	0	3	72.069	16.1877	3.93064	3.11754	0.0464028	0.0646611	0.270988	25	2.86654	17.9282	2.69315	3.53561	3.2392	0.0545373	0.131463	28.2318	3.04199	14.4473	2.5047	3.47848	0.04775	0.381981	25	3.30511
1435	0.478927	0	3	73.7931	16.4751	4.07143	3.11679	0.0471414	0.0658457	0.270035	25	2.86137	18.2395	2.71198	3.65946	3.23804	0.0554006	0.130337	28.2544	3.0374	14.7107	2.59687	3.47748	0.0485593	0.381163	25	3.30095
1436	0.478927	0	3	75.5172	16.7625	4.2147	3.11603	0.047877	0.0670439	0.269065	25	2.8562	18.5508	2.7329	3.78544	3.23685	0.0562607	0.129192	28.2795	3.0328	14.9741	2.6907	3.47645	0.0493662	0.380331	25	3.29676
1437	0.478927	0	3	77.2414	17.0498	4.36044	3.11525	0.0486096	0.0682539	0.268078	25	2.85103	18.8621	2.7559	3.91355	3.23565	0.0571175	0.128028	28.3071	3.02817	15.2375	2.78619	3.47541	0.0501706	0.379485	25	3.29256
1438	0.478927	0	3	78.9655	17.3372	4.50866	3.11446	0.0493392	0.0694743	0.267075	25	2.84586	19.1734	2.781	4.0438	3.23443	0.0579711	0.126844	28.3372	3.02352	15.501	2.88336	3.47436	0.0509725	0.378624	25	3.28834
1439	0.478927	0	3	80.6897	17.6245	4.65936	3.11366	0.0500657	0.0707038	0.266055	25	2.84069	19.4847	2.80818	4.17618	3.23319	0.0588214	0.125641	28.3698	3.01885	15.7644	2.98218	3.47328	0.0517719	0.377748	25	3.28411
1440	0.478927	0	3	82.4138	17.9119	4.81253	3.11284	0.0507892	0.0719413	0.265018	25	2.8355	19.796	2.83745	4.31069	3.23192	0.0596684	0.124419	28.4049	3.01417	16.0278	3.08268	3.47218	0.0525687	0.376858	25	3.27985
1441	0.478927	0	3	84.1379	18.1992	4.96818	3.11201	0.0515096	0.0731857	0.263965	25	2.83032	20.1073	2.86882	4.44733	3.23064	0.0605121	0.123178	28.4426	3.00946	16.2912	3.18483	3.47107	0.0533631	0.375952	25	3.27558
1442	0.478927	0	3	85.8621	18.4866	5.12631	3.11117	0.0522268	0.0744362	0.262895	25	2.82512	20.4186	2.90228	4.5861	3.22934	0.0613524	0.121918	28.4827	3.00473	16.5546	3.28866	3.46994	0.0541548	0.375033	25	3.27129
1443	0.478927	0	3	87.5862	18.7739	5.28692	3.11032	0.052941	0.075692	0.261809	25	2.81992	20.7299	2.93783	4.72701	3.22801	0.0621893	0.120638	28.5254	2.99998	16.818	3.39414	3.46879	0.054944	0.374098	25	3.26697
1444	0.478927	0	3	89.3103	19.0613	5.45	3.10945	0.0536519	0.0769525	0.260706	25	2.8147	21.0412	2.97548	4.87005	3.22667	0.0630229	0.119339	28.5706	2.99522	17.0814	3.5013	3.46762	0.0557306	0.373149	25	3.26265
1445	0.478927	0	3	91.0345	19.3487	5.61556	3.10856	0.0543597	0.078217	0.259586	25	2.80948	21.3525	3.01522	5.01522	3.22531	0.0638531	0.118021	28.6183	2.99043	17.3448	3.61012	3.46644	0.0565146	0.372186	25	3.2583
1446	0.478927	0	3	92.7586	19.636	5.7836	3.10767	0.0550643	0.0794852	0.25845	25	2.80425	21.6638	3.05706	5.16252	3.22392	0.0646799	0.116684	28.6685	2.98562	17.6082	3.7206	3.46523	0.057296	0.371208	25	3.25393
1447	0.478927	0	3	94.4828	19.9234	5.95411	3.10676	0.0557657	0.0807564	0.257297	25	2.79901	21.9751	3.101	5.31195	3.22252	0.0655032	0.115327	28.7212	2.98079	17.8716	3.83275	3.46401	0.0580748	0.370215	25	3.24955
1448	0.478927	0	3	96.2069	20.2107	6.1271	3.10584	0.0564639	0.0820304	0.256127	25	2.79376	22.2864	3.14703	5.46352	3.22109	0.0663231	0.113952	28.7764	2.97594	18.1351	3.94656	3.46277	0.0588509	0.369207	25	3.24515
1449	0.478927	0	3	97.931	20.4981	6.30257	3.1049	0.0571588	0.0833068	0.254941	25	2.7885	22.5977	3.19516	5.61722	3.21965	0.0671395	0.112557	28.8342	2.97107	18.3985	4.06204	3.46151	0.0596244	0.368185	25	3.24073
1450	0.478927	0	3	99.6552	20.7854	6.48052	3.10395	0.0578505	0.0845852	0.253738	25	2.78322	22.909	3.24538	5.77305	3.21818	0.0679524	0.111143	28.8945	2.96619	18.6619	4.17919	3.46023	0.0603952	0.367148	25	3.23629
1451	0.478927	0	3	101.379	21.0728	6.66094	3.10299	0.0585389	0.0858655	0.252518	25	2.77794	23.2203	3.29771	5.93101	3.2167	0.0687617	0.109709	28.9573	2.96128	18.9253	4.298	3.45894	0.0611633	0.366097	25	3.23183
1452	0.478927	0	3	103.103	21.3602	6.84384	3.10201	0.059224	0.0871474	0.251282	25	2.77264	23.5316	3.35214	6.0911	3.21519	0.0695676	0.108257	29.0226	2.95635	19.1887	4.41847	3.45762	0.0619288	0.365031	25	3.22736
1453	0.478927	0	3	104.828	21.6475	7.02922	3.10103	0.0599058	0.0884307	0.25003	25	2.76733	23.8429	3.40866	6.25333	3.21367	0.0703699	0.106785	29.0904	2.9514	19.4521	4.54061	3.45629	0.0626915	0.36395	25	3.22286
1454	0.478927	0	3	106.552	21.9349	7.21708	3.10002	0.0605843	0.0897152	0.24876	25	2.76201	24.1542	3.46729	6.41769	3.21212	0.0711687	0.105294	29.1608	2.94643	19.7155	4.66442	3.45494	0.0634515	0.362855	25	3.21835
1455	0.478927	0	3	108.276	22.2222	7.40741	3.09901	0.0612595	0.0910008	0.247474	25	2.75668	24.4655	3.52802	6.58418	3.21056	0.0719638	0.103784	29.2336	2.94144	19.9789	4.78989	3.45357	0.0642087	0.361745	25	3.21382
1456	0.478927	0	3	110	22.5096	7.60022	3.09798	0.0619313	0.0922874	0.246172	25	2.75133	24.7768	3.59085	6.7528	3.20897	0.0727553	0.102254	29.309	2.93643	20.2423	4.91703	3.45218	0.0649632	0.36062	25	3.20927
1457	0	0	3	110	20.8333	6.51042	3.09694	0.0579824	0.0924702	0.244966	25	2.78316	22.8611	3.6329	5.74893	3.20737	0.067575	0.100843	29.3595	2.95589	18.8056	4.24379	3.45078	0.06065	0.359576	25	3.22511
1458	0	0	3	110	20.8333	6.51042	3.09597	0.0579657	0.0926302	0.24376	25	2.78235	22.8611	3.67413	5.74893	3.20589	0.0675412	0.099432	29.409	2.95441	18.8056	4.24379	3.44947	0.0606254	0.358531	25	3.2238
1459	0	0	3	110	20.8333	6.51042	3.09501	0.0579485	0.0927702	0.242555	25	2.78153	22.8611	3.71456	5.74893	3.2044	0.0675073	0.0980208	29.4575	2.95293	18.8056	4.24379	3.44816	0.0606008	0.357486	25	3.2225
1460	0	0	3	110	20.8333	6.51042	3.09404	0.057931	0.0928926	0.241349	25	2.78069	22.8611	3.75419	5.74893	3.20292	0.0674734	0.0966096	29.505	2.95145	18.8056	4.24379	3.44686	0.0605763	0.356441	25	3.22119
1461	0	0	3	110	20.8333	6.51042	3.09308	0.0579131	0.0929998	0.240143	25	2.77983	22.8611	3.79306	5.74893	3.20144	0.0674395	0.0951985	29.5517	2.94997	18.8056	4.24379	3.44555	0.0605517	0.355397	25	3.21989
1462	0	0	3	110	20.8333	6.51042	3.09211	0.057895	0.0930936	0.238938	25	2.77896	22.8611	3.83117	5.74893	3.19996	0.0674057	0.0937873	29.5974	2.94849	18.8056	4.24379	3.44425	0.0605272	0.354352	25	3.21858
1463	0	0	3	110	20.8333	6.51042	3.09115	0.0578766	0.0931756	0.237732	25	2.77808	22.8611	3.86853	5.74893	3.19848	0.0673718	0.0923761	29.6422	2.947	18.8056	4.24379	3.44294	0.0605026	0.353307	25	3.21727
1464	0	0	3	110	20.8333	6.51042	3.09019	0.057858	0.0932474	0.236526	25	2.77718	22.8611	3.90517	5.74893	3.19699	0.0673379	0.0909649	29.6862	2.94552	18.8056	4.24379	3.44163	0.0604781	0.352262	25	3.21597
1465	0	0	3	110	20.8333	6.51042	3.08922	0.0578392	0.0933102	0.235321	25	2.77628	22.8611	3.9411	5.74893	3.19551	0.067304	0.0895537	29.7293	2.94404	18.8056	4.24379	3.44033	0.0604535	0.351218	25	3.21466
1466	0	0	3	110	20.8333	6.51042	3.08826	0.0578202	0.0933652	0.234115	25	2.77537	22.8611	3.97632	5.74893	3.19403	0.0672702	0.0881426	29.7716	2.94256	18.8056	4.24379	3.43902	0.0604289	0.350173	25	3.21336
1467	0	0	3	110	20.8333	6.51042	3.08729	0.0578012	0.0934133	0.23291	25	2.77446	22.8611	4.01086	5.74893	3.19255	0.0672363	0.0867314	29.813	2.94108	18.8056	4.24379	3.43772	0.0604044	0.349128	25	3.21205
1468	0	0	3	110	20.8333	6.51042	3.08633	0.0577819	0.0934554	0.231704	25	2.77353	22.8611	4.04472	5.74893	3.19107	0.0672024	0.0853202	29.8537	2.9396	18.8056	4.24379	3.43641	0.0603798	0.348083	25	3.21074
1469	0	0	3	110	20.8333	6.51042	3.08536	0.0577626	0.0934922	0.230498	25	2.77261	22.8611	4.07793	5.74893	3.18959	0.0671686	0.083909	29.8935	2.93811	18.8056	4.24379	3.4351	0.0603553	0.347039	25	3.20944
1470	-1.13169	0	3	105.926	16.1934	3.9334	3.0844	0.0463057	0.0909145	0.229561	25	2.85954	17.5988	4.06485	3.40688	3.1881	0.0526998	0.0828227	29.8778	2.99452	14.7881	2.62424	3.4338	0.048155	0.346217	25	3.25634
1471	-1.13169	0	3	101.852	15.5144	3.61045	3.08365	0.044517	0.088277	0.228663	25	2.8694	16.8632	4.0466	3.12803	3.18696	0.0506143	0.0817817	29.8559	3.00147	14.1656	2.40798	3.43277	0.0462194	0.34543	25	3.26278
1472	-1.13169	0	3	97.7778	14.8354	3.30133	3.08293	0.0427145	0.0855873	0.227805	25	2.87923	16.1276	4.0235	2.86108	3.18587	0.0485193	0.0807862	29.8282	3.00847	13.5432	2.20102	3.43179	0.0442764	0.344678	25	3.26927
1473	-1.13169	0	3	93.7037	14.1564	3.00605	3.08224	0.0408984	0.0828519	0.226986	25	2.88905	15.392	3.99588	2.60604	3.18483	0.0464147	0.0798361	29.7951	3.01551	12.9208	2.00336	3.43085	0.0423259	0.34396	25	3.2758
1474	-1.13169	0	3	89.6296	13.4774	2.72459	3.08159	0.0390689	0.0800764	0.226206	25	2.89886	14.6564	3.96407	2.3629	3.18383	0.0443005	0.0789314	29.7569	3.02261	12.2984	1.81499	3.42995	0.0403677	0.343277	25	3.28237
1475	-1.13169	0	3	85.5556	12.7984	2.45697	3.08096	0.0372261	0.0772659	0.225465	25	2.90866	13.9208	3.92836	2.13167	3.18288	0.0421765	0.0780721	29.714	3.02975	11.6759	1.63593	3.4291	0.0384019	0.342628	25	3.28898
1476	-1.13169	0	3	81.4815	12.1193	2.20318	3.08037	0.0353699	0.0744248	0.224764	25	2.91847	13.1852	3.88908	1.91234	3.18198	0.0400426	0.0772582	29.6669	3.03694	11.0535	1.46616	3.42828	0.0364284	0.342014	25	3.29564
1477	-1.13169	0	3	77.4074	11.4403	1.96322	3.07981	0.0335005	0.0715569	0.224102	25	2.92828	12.4496	3.84653	1.70491	3.18112	0.0378987	0.0764897	29.6158	3.04418	10.4311	1.30569	3.42752	0.034447	0.341434	25	3.30234
1478	-21.5021	0	4	0	0	0	3.07928	0	0.0626123	0.224102	25	3.14189	0	3.77158	0	3.18031	0	0.0764897	29.5259	3.18031	0	0	3.42679	0	0.341434	25	3.42679
1479	1.51515	0	4	5.45455	8.71212	1.13852	3.07928	0.025867	0.0596863	0.223597	25	2.96908	10.0455	3.71972	1.11002	3.18031	0.0308377	0.0758696	29.4637	3.06981	7.37879	0.653358	3.42679	0.0246322	0.341024	25	3.33825
1480	1.51515	0	4	10.9091	9.62121	1.38852	3.07888	0.028372	0.0576375	0.223041	25	2.9489	11.0303	3.67332	1.33834	3.17966	0.0337343	0.0751887	29.408	3.05833	8.21212	0.809267	3.42628	0.0273278	0.340568	25	3.32774
1481	1.51515	0	4	16.3636	10.5303	1.66331	3.07843	0.030848	0.0563561	0.222431	25	2.92945	12.0152	3.63269	1.588	3.17895	0.0366075	0.074447	29.3592	3.04678	9.04545	0.981843	3.42571	0.0300053	0.340066	25	3.31716
1482	1.51515	0	4	21.8182	11.4394	1.9629	3.07794	0.0332958	0.0557462	0.221769	25	2.91062	13	3.59814	1.859	3.17817	0.0394572	0.0736446	29.3178	3.03517	9.87879	1.17109	3.42508	0.0326646	0.339517	25	3.30654
1483	1.51515	0	4	27.2727	12.3485	2.28728	3.07742	0.0357161	0.055724	0.221055	25	2.89234	13.9848	3.56995	2.15134	3.17733	0.0422831	0.0727813	29.2839	3.02349	10.7121	1.37699	3.4244	0.0353056	0.338922	25	3.29585
1484	1.51515	0	4	32.7273	13.2576	2.63645	3.07684	0.0381094	0.0562159	0.220287	25	2.87454	14.9697	3.54842	2.46501	3.17642	0.045085	0.0718572	29.2581	3.01175	11.5455	1.59957	3.42365	0.037928	0.33828	25	3.28511
1485	1.51515	0	4	38.1818	14.1667	3.01042	3.07623	0.0404761	0.0571576	0.219468	25	2.85714	15.9545	3.53384	2.80002	3.17545	0.0478628	0.0708724	29.2406	2.99995	12.3788	1.83881	3.42285	0.0405319	0.337593	25	3.2743
1486	1.51515	0	4	43.6364	15.0758	3.40918	3.07557	0.0428165	0.058493	0.218595	25	2.84009	16.9394	3.52648	3.15637	3.17442	0.0506163	0.0698268	29.2318	2.98808	13.2121	2.09472	3.42199	0.043117	0.336859	25	3.26345
1487	1.51515	0	4	49.0909	15.9848	3.83273	3.07488	0.0451307	0.0601729	0.21767	25	2.82334	17.9242	3.52663	3.53406	3.17332	0.0533453	0.0687203	29.232	2.97615	14.0455	2.3673	3.42107	0.0456832	0.336078	25	3.25253
1488	1.51515	0	4	54.5455	16.8939	4.28108	3.07414	0.0474189	0.0621541	0.216692	25	2.80686	18.9091	3.53455	3.93309	3.17216	0.0560495	0.0675531	29.2415	2.96416	14.8788	2.65654	3.4201	0.0482304	0.335252	25	3.24155
1489	1.51515	0	4	60	17.803	4.75422	3.07335	0.049681	0.0643991	0.215662	25	2.79059	19.8939	3.5505	4.35346	3.17093	0.0587288	0.0663251	29.2606	2.9521	15.7121	2.96245	3.41906	0.0507583	0.334379	25	3.23052
1490	3.55271e-15	0	4	60	12.5	2.34375	3.07253	0.036152	0.0633804	0.214939	25	2.89216	13.8333	3.52234	2.10497	3.16964	0.0417417	0.0654712	29.2268	3.01747	11.1667	1.49633	3.41797	0.036671	0.333758	25	3.28397
1491	0	0	4	60	12.5	2.34375	3.07195	0.0361336	0.0624891	0.214215	25	2.89069	13.8333	3.49472	2.10497	3.16874	0.0417293	0.0646172	29.1937	3.01658	11.1667	1.49633	3.4172	0.0366624	0.333138	25	3.2832
1492	0	0	4	60	12.5	2.34375	3.07137	0.0361166	0.0617092	0.213492	25	2.88933	13.8333	3.46764	2.10497	3.16785	0.0417169	0.0637633	29.1612	3.01568	11.1667	1.49633	3.41642	0.0366537	0.332518	25	3.28242
1493	0	0	4	60	12.5	2.34375	3.07079	0.0361009	0.0610268	0.212769	25	2.88807	13.8333	3.44109	2.10497	3.16695	0.0417045	0.0629094	29.1293	3.01478	11.1667	1.49633	3.41565	0.0366451	0.331897	25	3.28165
1494	0	0	4	60	12.5	2.34375	3.07021	0.0360862	0.0604297	0.212045	25	2.88689	13.8333	3.41506	2.10497	3.16605	0.0416921	0.0620555	29.0981	3.01389	11.1667	1.49633	3.41487	0.0366364	0.331277	25	3.28087
1495	0	0	4	60	12.5	2.34375	3.06964	0.0360724	0.0599073	0.211322	25	2.88579	13.8333	3.38954	2.10497	3.16516	0.0416797	0.0612016	29.0674	3.01299	11.1667	1.49633	3.4141	0.0366277	0.330657	25	3.2801
1496	0	0	4	60	12.5	2.34375	3.06906	0.0360595	0.0594501	0.210599	25	2.88476	13.8333	3.36451	2.10497	3.16426	0.0416673	0.0603477	29.0374	3.0121	11.1667	1.49633	3.41332	0.0366191	0.330036	25	3.27932
1497	0.531046	0	4	61.9118	14.6773	3.23134	3.06848	0.0417209	0.0602748	0.209749	25	2.84255	16.3027	3.35592	2.92356	3.16337	0.0486478	0.0593414	29.0271	2.98404	13.0519	2.04422	3.41255	0.0424959	0.329311	25	3.25592
1498	0.531046	0	4	63.8235	14.9959	3.37316	3.0678	0.0425367	0.0611757	0.208881	25	2.83655	16.6479	3.34993	3.04867	3.16231	0.049597	0.0583137	29.0199	2.97918	13.344	2.13673	3.41164	0.043388	0.32857	25	3.25151
1499	0.531046	0	4	65.7353	15.3145	3.51803	3.06711	0.0433496	0.0621431	0.207995	25	2.83061	16.9931	3.34655	3.1764	3.16123	0.0505425	0.0572648	29.0159	2.97431	13.636	2.2313	3.41071	0.0442773	0.327812	25	3.24708
1500	0.531046	0	4	67.6471	15.6332	3.66594	3.0664	0.0441593	0.0631689	0.20709	25	2.82472	17.3382	3.34577	3.30676	3.16013	0.0514843	0.0561945	29.0149	2.96941	13.9281	2.32791	3.40977	0.0451637	0.327038	25	3.24263
1501	0.531046	0	4	69.5588	15.9518	3.8169	3.06567	0.0449659	0.0642457	0.206167	25	2.81886	17.6834	3.3476	3.43973	3.159	0.0524222	0.0551029	29.0171	2.96449	14.2202	2.42656	3.4088	0.0460472	0.326248	25	3.23816
1502	0.531046	0	4	71.4706	16.2704	3.9709	3.06493	0.0457692	0.0653671	0.205226	25	2.81303	18.0286	3.35204	3.57533	3.15786	0.0533564	0.0539901	29.0224	2.95954	14.5123	2.52727	3.40781	0.0469277	0.325442	25	3.23366
1503	0.531046	0	4	73.3824	16.5891	4.12795	3.06418	0.0465691	0.0665275	0.204266	25	2.80722	18.3738	3.35908	3.71355	3.15669	0.0542868	0.0528559	29.0309	2.95458	14.8043	2.63002	3.4068	0.0478054	0.32462	25	3.22915
1504	0.531046	0	4	75.2941	16.9077	4.28804	3.06341	0.0473658	0.0677222	0.203287	25	2.80143	18.719	3.36873	3.85439	3.1555	0.0552132	0.0517004	29.0425	2.94959	15.0964	2.73482	3.40577	0.0486801	0.323781	25	3.22462
1505	0.531046	0	4	77.2059	17.2263	4.45118	3.06263	0.048159	0.0689467	0.20229	25	2.79566	19.0641	3.38099	3.99785	3.15429	0.0561359	0.0505236	29.0572	2.94458	15.3885	2.84166	3.40473	0.0495519	0.322926	25	3.22006
1506	0.531046	0	4	79.1176	17.5449	4.61737	3.06183	0.0489487	0.0701974	0.201275	25	2.7899	19.4093	3.39586	4.14394	3.15305	0.0570546	0.0493255	29.075	2.93955	15.6806	2.95056	3.40366	0.0504207	0.322055	25	3.21549
1507	0.531046	0	4	81.0294	17.8636	4.7866	3.06102	0.0497349	0.071471	0.200241	25	2.78415	19.7545	3.41333	4.29264	3.15179	0.0579694	0.0481061	29.096	2.93449	15.9726	3.0615	3.40257	0.0512865	0.321168	25	3.2109
1508	0.531046	0	4	82.9412	18.1822	4.95888	3.06019	0.0505175	0.0727646	0.199189	25	2.7784	20.0997	3.43341	4.44397	3.15051	0.0588803	0.0468653	29.1201	2.92941	16.2647	3.17449	3.40146	0.0521493	0.320264	25	3.20628
1509	0.531046	0	4	84.8529	18.5008	5.1342	3.05935	0.0512965	0.0740757	0.198118	25	2.77266	20.4449	3.4561	4.59791	3.14921	0.0597872	0.0456033	29.1473	2.92432	16.5568	3.28952	3.40033	0.053009	0.319344	25	3.20165
1510	0.531046	0	4	86.7647	18.8194	5.31257	3.05849	0.0520719	0.0754022	0.197029	25	2.76692	20.79	3.4814	4.75448	3.14788	0.0606901	0.04432	29.1777	2.91919	16.8489	3.40661	3.39918	0.0538657	0.318408	25	3.19699
1511	0.531046	0	4	88.6765	19.1381	5.49399	3.05762	0.0528435	0.0767421	0.195922	25	2.76117	21.1352	3.50931	4.91367	3.14654	0.061589	0.0430153	29.2112	2.91405	17.1409	3.52574	3.39801	0.0547193	0.317456	25	3.19232
1512	0.531046	0	4	90.5882	19.4567	5.67845	3.05674	0.0536115	0.0780937	0.194796	25	2.75543	21.4804	3.53982	5.07548	3.14517	0.0624839	0.0416894	29.2478	2.90888	17.433	3.64692	3.39682	0.0555699	0.316487	25	3.18762
1513	0.531046	0	4	92.5	19.7753	5.86595	3.05584	0.0543757	0.0794556	0.193651	25	2.74967	21.8256	3.57295	5.23991	3.14377	0.0633748	0.0403421	29.2875	2.90369	17.7251	3.77014	3.39561	0.0564173	0.315503	25	3.18291
